Year,Period of coverage,Breakdown,Level,Level description,Condition,General population mortality rate,Mental health DSR,Mental health lower CI,Mental health upper CI,Indicator value,SMR lower CI,SMR upper CI,MH deaths (numerator MH mortality rate and SMR),Expected (denominator SMR),MH population (denominator MH mortality rate),General population deaths,General population
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000031,Warwickshire,Cancer,162.8,387.8,335.3,446,208.2,180.5,238.9,203,97.5,"64,107","2,531","1,554,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000037,West Berkshire,Cancer,156.8,379.1,279.6,502.1,213.6,158.5,281.5,50,23.4,"16,150",678,"432,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000032,West Sussex,Cancer,176,310,271,353,164,143.6,186.4,234,142.7,"97,112","3,948","2,243,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000033,Westminster,Cancer,96.3,136.5,102.5,178.1,128.2,96.6,166.9,55,42.9,"33,756",668,"693,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000010,Wigan,Cancer,194.1,323.3,265.6,389.5,179.4,148.3,215,117,65.2,"45,925","1,775","914,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000054,Wiltshire,Cancer,166.8,250.6,195.8,315.5,129.5,101.9,162.3,75,57.9,"37,021","2,205","1,322,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000040,Windsor and Maidenhead,Cancer,139.4,356.4,252.2,488.2,213.1,152.3,290.2,40,18.8,"12,395",562,"403,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000015,Wirral,Cancer,203.2,434.7,360.6,519.4,226.6,188.3,270.3,123,54.3,"33,359","1,807","889,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000041,Wokingham,Cancer,142.7,526,396.7,683.1,298.9,227.6,385.6,59,19.7,"12,108",623,"436,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000031,Wolverhampton,Cancer,168.6,281,227.3,343.5,177.7,144.1,216.8,97,54.6,"36,237","1,169","693,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000034,Worcestershire,Cancer,182.2,235.7,193.6,284.1,121.5,100.1,146.1,113,93,"57,019","2,926","1,606,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000014,York,Cancer,157.8,346.7,275.8,430,223.6,178.6,276.5,85,38,"25,110",923,"584,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000002,Barking and Dagenham,Cardiovascular disease,81.7,185.6,137.9,244.3,298.9,222.6,393,51,17.1,"26,736",405,"495,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000003,Barnet,Cardiovascular disease,59.2,204.7,164.9,251.3,277,223.6,339.4,93,33.6,"46,800",598,"1,009,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000016,Barnsley,Cardiovascular disease,125.5,309.7,260.2,365.8,317.4,267.5,373.9,143,45.1,"63,553",831,"662,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000022,Bath and North East Somerset,Cardiovascular disease,67,272.7,186.3,384.9,299.8,206.4,421.1,33,11,"15,493",340,"507,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000055,Bedford,Cardiovascular disease,85.2,189.3,130,265.8,207.1,143.5,289.5,34,16.4,"19,959",376,"441,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000004,Bexley,Cardiovascular disease,78.5,220.4,161.2,294,243.7,179,324,47,19.3,"25,941",504,"641,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000025,Birmingham,Cardiovascular disease,94,244.9,219.1,273,331.9,297.2,369.5,333,100.3,"143,320","2,759","2,935,000"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000008,Blackburn with Darwen,Cardiovascular disease,121.4,235.7,185.6,295,281.3,222.4,351.1,78,27.7,"43,343",486,"400,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000009,Blackpool,Cardiovascular disease,165.7,393.8,313.3,488.1,379.3,304.2,467.3,88,23.2,"28,409",663,"400,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000001,Bolton,Cardiovascular disease,116,404.1,332.4,486.5,440,363.9,527.4,117,26.6,"28,895",899,"774,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000028,Bournemouth,Cardiovascular disease,87.1,231.2,174.8,299.7,283.8,216,366.1,59,20.8,"28,229",469,"538,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000036,Bracknell Forest,Cardiovascular disease,65.4,283.9,190.6,406.6,364.4,245.9,520.3,30,8.2,"12,124",212,"323,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000032,Bradford,Cardiovascular disease,108.4,300.6,257,349.4,374.2,320.4,434.5,172,46,"59,519","1,525","1,406,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000005,Brent,Cardiovascular disease,75.3,180.7,139.3,230.4,279.7,216.3,355.8,66,23.6,"30,937",681,"904,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000043,Brighton and Hove,Cardiovascular disease,63.9,169.8,137.7,207,237.6,193.5,288.7,101,42.5,"76,826",526,"823,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000023,"Bristol, City of",Cardiovascular disease,76.6,263.9,215.4,320,363.3,297.7,439,107,29.5,"42,858",962,"1,255,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000006,Bromley,Cardiovascular disease,72.4,266.1,210.9,331.2,283,225.1,351.3,82,29,"38,802",628,"867,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000002,Buckinghamshire,Cardiovascular disease,71.1,252.4,200.5,313.3,257.5,206,318.1,86,33.4,"44,238","1,002","1,409,600"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000002,Bury,Cardiovascular disease,112.6,303.4,243.4,373.4,321.7,259.6,394.1,93,28.9,"43,134",586,"520,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000033,Calderdale,Cardiovascular disease,113.5,344.2,268.2,434.7,369.1,289.3,464.1,73,19.8,"21,716",654,"576,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000003,Cambridgeshire,Cardiovascular disease,70.3,235.5,199.5,276,263.1,223.6,307.4,158,60.1,"84,153","1,260","1,791,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000007,Camden,Cardiovascular disease,59.4,196.1,157.1,241.7,310.2,249.5,381.3,90,29,"42,836",406,"683,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000056,Central Bedfordshire,Cardiovascular disease,75.1,207.3,150.5,278.3,226.8,166.1,302.6,46,20.3,"23,354",549,"731,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000049,Cheshire East,Cardiovascular disease,96,337.4,273,412,316.9,257.8,385.4,100,31.6,"31,203","1,006","1,047,600"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000050,Cheshire West and Chester,Cardiovascular disease,94,411.7,333.3,502.8,383.3,311.9,466.2,100,26.1,"25,435",884,"940,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000001,City of London,Cardiovascular disease,*,*,*,*,*,*,*,*,*,*,*,"25,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000052,Cornwall,Cardiovascular disease,103.1,423.9,364.4,490.1,362.7,312.7,418.4,188,51.8,"51,605","1,560","1,512,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000047,County Durham,Cardiovascular disease,113.3,304.1,262,350.9,312.6,270.4,359.6,196,62.7,"72,000","1,682","1,483,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000026,Coventry,Cardiovascular disease,87.2,194.8,156.7,239.3,254.8,205.6,312.1,93,36.5,"53,571",790,"906,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000008,Croydon,Cardiovascular disease,76.8,247.7,206.7,294.3,334.3,279.7,396.5,132,39.5,"51,175",783,"1,019,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000006,Cumbria,Cardiovascular disease,111.8,365.6,312.8,424.6,327.1,280.8,378.8,178,54.4,"58,539","1,591","1,423,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000005,Darlington,Cardiovascular disease,109.7,409,303.9,537.9,403.5,302.2,527.7,53,13.1,"15,819",323,"294,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000015,Derby,Cardiovascular disease,93.5,271.3,214.3,338.8,332,262.9,413.8,79,23.8,"28,729",648,"693,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000007,Derbyshire,Cardiovascular disease,105.8,310.5,273.3,351.4,299.7,264.4,338.3,261,87.1,"108,447","2,327","2,199,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000008,Devon,Cardiovascular disease,90.4,322,282.8,365,284.2,250.2,321.4,253,89,"105,302","1,905","2,106,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000017,Doncaster,Cardiovascular disease,107.7,332.4,276,396.7,353.3,294.3,420.7,126,35.7,"41,054",918,"852,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000009,Dorset,Cardiovascular disease,83.8,301.2,245.1,366.2,240.7,196.5,292,103,42.8,"47,391",952,"1,136,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000027,Dudley,Cardiovascular disease,97.9,259.3,203.2,325.8,270.2,213.2,337.6,77,28.5,"39,071",856,"874,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000009,Ealing,Cardiovascular disease,74.4,196.5,158.1,241.4,294.5,237.4,361.2,92,31.2,"39,385",728,"978,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000011,East Riding of Yorkshire,Cardiovascular disease,107.2,296.1,239.9,361.2,261.5,213,317.7,101,38.6,"49,415","1,019","950,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000011,East Sussex,Cardiovascular disease,93.1,299.5,259.6,343.7,265,230.5,303.3,211,79.6,"103,918","1,352","1,451,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000010,Enfield,Cardiovascular disease,69.3,233.6,187.8,287.1,316.3,255,387.9,92,29.1,"40,403",601,"867,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000012,Essex,Cardiovascular disease,85.8,257.5,231.3,285.8,263.2,236.8,291.7,363,137.9,"174,524","3,367","3,924,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000037,Gateshead,Cardiovascular disease,120.5,364.3,295.6,443.9,383.6,312.8,465.6,102,26.6,"26,251",688,"570,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000013,Gloucestershire,Cardiovascular disease,83.3,263.1,225,305.7,261.8,224.6,303.5,176,67.2,"90,748","1,412","1,694,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000011,Greenwich,Cardiovascular disease,71,198.1,157.6,245.6,313.3,249.9,387.9,84,26.8,"42,279",519,"730,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000012,Hackney,Cardiovascular disease,69.3,185.2,150.1,226,387.9,315.3,472.2,99,25.5,"45,285",511,"737,600"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000006,Halton,Cardiovascular disease,124.2,338.8,257.7,437,361.3,276.4,464.1,61,16.9,"20,873",443,"356,600"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000013,Hammersmith and Fulham,Cardiovascular disease,61.5,167.6,125.2,219.5,299.9,225.3,391.3,54,18,"26,665",345,"561,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000014,Hampshire,Cardiovascular disease,74.9,299.2,267.1,334.2,297.7,266.1,332.1,322,108.2,"138,056","2,776","3,704,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000014,Haringey,Cardiovascular disease,65,217.8,177,265,380.7,310.4,462.1,102,26.8,"43,400",493,"758,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000015,Harrow,Cardiovascular disease,71.4,200.7,151.8,260.2,254.4,193.2,328.8,58,22.8,"28,917",484,"677,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000001,Hartlepool,Cardiovascular disease,105.8,402,289.2,543.8,422.1,305.5,568.5,43,10.2,"12,259",272,"257,000"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000016,Havering,Cardiovascular disease,87.5,282.2,215.9,362.3,308.5,236.5,395.5,62,20.1,"25,391",580,"662,600"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000019,"Herefordshire, County of",Cardiovascular disease,107.9,400.7,309.6,509.9,367,285,465.3,68,18.5,"21,572",559,"518,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000015,Hertfordshire,Cardiovascular disease,77.5,279.5,244.5,318.1,321.9,282,365.7,235,73,"90,102","2,423","3,127,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000017,Hillingdon,Cardiovascular disease,75.2,228.2,181.2,283.6,310.7,247.4,385.1,83,26.7,"39,678",588,"782,100"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000018,Hounslow,Cardiovascular disease,69.4,189.9,142.4,247.8,270.3,204.1,350.9,56,20.7,"28,482",515,"742,000"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000046,Isle of Wight,Cardiovascular disease,114.1,151.7,114.3,197.2,119.7,90.9,154.7,58,48.5,"40,013",440,"385,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000053,Isles of Scilly,Cardiovascular disease,*,*,*,*,*,*,*,*,*,*,*,"6,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000019,Islington,Cardiovascular disease,66.6,196.8,156.6,244.1,364.8,291.4,451.1,85,23.3,"36,724",434,"651,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000020,Kensington and Chelsea,Cardiovascular disease,48.6,186.7,134,252.8,257.2,186.1,346.4,43,16.7,"21,289",237,"488,000"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000016,Kent,Cardiovascular disease,93.4,308.3,281,337.4,312.3,285.1,341.4,483,154.7,"183,735","3,821","4,090,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000010,"Kingston upon Hull, City of",Cardiovascular disease,105.3,218.1,175.5,267.7,272.4,220.7,332.7,96,35.2,"62,867",777,"737,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000021,Kingston upon Thames,Cardiovascular disease,57.7,170.8,112.1,248.7,228.2,151.6,329.8,28,12.3,"16,081",272,"471,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000034,Kirklees,Cardiovascular disease,100.1,274.4,228.7,326.5,310.8,259.7,369,130,41.8,"53,756","1,189","1,187,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000011,Knowsley,Cardiovascular disease,115.2,318.6,247.8,403.1,346.7,271.3,436.7,72,20.8,"24,865",471,"408,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000022,Lambeth,Cardiovascular disease,55.2,148.8,122.1,179.4,289.2,238.6,347.5,114,39.4,"59,673",519,"939,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000017,Lancashire,Cardiovascular disease,113.9,243.7,222.7,266,243.2,222.7,265,518,213,"310,065","3,784","3,323,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000035,Leeds,Cardiovascular disease,92.4,288.6,256.1,323.9,371.3,330.2,416.1,296,79.7,"103,172","2,013","2,178,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000016,Leicester,Cardiovascular disease,91.5,255.7,214.2,302.9,373.6,313.3,442.3,135,36.1,"51,941",854,"933,300"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000018,Leicestershire,Cardiovascular disease,83.9,257.5,218.8,301.1,261.9,223,305.7,161,61.5,"72,714","1,560","1,859,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000023,Lewisham,Cardiovascular disease,66.8,159,126.9,196.6,263.9,211.1,326,86,32.6,"50,651",541,"809,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000019,Lincolnshire,Cardiovascular disease,111.6,259.1,231.1,289.6,235.4,210.4,262.6,322,136.8,"176,727","2,272","2,035,900"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000012,Liverpool,Cardiovascular disease,105.4,305,267.6,346,398.4,350.2,451.3,247,62,"80,030","1,459","1,384,000"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000032,Luton,Cardiovascular disease,101,277.9,217.1,350.4,399.3,312.4,502.8,72,18,"23,656",566,"560,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000003,Manchester,Cardiovascular disease,95.5,228,200.6,258,411.7,362.8,465.3,256,62.2,"94,240","1,424","1,490,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000035,Medway,Cardiovascular disease,85.1,281.1,221.8,351.1,328.9,260.8,409.4,80,24.3,"34,541",643,"755,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000024,Merton,Cardiovascular disease,67.8,240.3,175.4,321,354,260.1,470.8,47,13.3,"17,695",396,"583,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000002,Middlesbrough,Cardiovascular disease,108.8,382.7,301.9,478,427,338.6,531.4,80,18.7,"27,160",421,"386,800"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000042,Milton Keynes,Cardiovascular disease,73.4,175.2,122.6,242.4,218.8,154,301.6,37,16.9,"24,710",517,"704,500"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E08000021,Newcastle upon Tyne,Cardiovascular disease,90.3,273.5,228.9,324.2,364.4,305.5,431.3,135,37,"46,875",749,"829,200"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E09000025,Newham,Cardiovascular disease,68,212.9,176.6,254.4,438.7,365.2,522.7,125,28.5,"46,026",604,"888,600"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E10000020,Norfolk,Cardiovascular disease,96.1,327.8,285.5,374.6,303,264.7,345.3,225,74.3,"86,508","2,331","2,424,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000012,North East Lincolnshire,Cardiovascular disease,119.4,412.4,319.7,523.3,420.9,327.5,532.7,69,16.4,"20,627",532,"445,700"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000013,North Lincolnshire,Cardiovascular disease,106.7,318.8,234.1,423.7,317,234.5,419.1,49,15.5,"17,497",505,"473,400"
2010/11 to 2013/14,Deaths: 1/4/2010 to 31/3/2014; In contact with secondary mental health services: 1/4/2008 to 31/3/2014,Upper tier local authority,E06000024,North Somerset,Cardiovascular disease,97.4,425.7,324,548.7,375.3,287.7,481.1,62,16.5,"17,975",551,"565,700"
